VIOLATION_ID,ORG_ID,VIOLATION_TYPE,VIOLATION_DESC,VIOLATION_TEXT,REMEDIAL_TEXT,TABLE_NAME,EXPIRED_FLAG,DATE_EXPIRED,CREATED_BY,DATE_CREATED,MODIFIED_BY,DATE_MODIFIED,FEE_SETUP_ID
567,1,CAAZ_OVCROWDEDGH,OVERCROWDING – GROUP HOME,Section 17.04.060 (2) - Family: No more than eight unrelated adults (mentally or physically handicapped) plus up to two care givers as per Tennessee Code Annotated 13-24-102 may reside in a dwelling unit.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
568,1,CAAZ_OVERCROWDED,OVERCROWDING,Section 17.04.060.  Too many persons living together as a single family in a dwelling unit having common housekeeping facilities.,,,,,,,,,
,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
569,1,CAAZ_PAVING_PARK,PAVING PERMANENT PARKING AREAS,"Section 17.20.070 (G) - Paving: Permanent parking areas containing five or more spaces shall be surfaced with asphalt or concrete, or other hard-surfaced dustless materials, and shall be constructed to provide adequate drainage. ",,,,,,,,,
,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
570,1,CAAZ_PERMIT_BLD_REQ,BUILDING AND ZONING PERMIT REQUIRED,Section 17.40.520 - Zoning Permit Required: An application for a zoning permit must be filed with the zoning administrator prior to any person commencing any construction or alteration of a structure or initiating a change in the use of the property.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
573,1,CAAZ_PERMIT_USE_REQ,FAILURE TO OBTAIN REQUIRED USE PERMIT,Section 17.40.520 - An application for a zoning permit must be filed with the zoning administrator prior to any person or entity commencing any construction or alteration of a structure or initiating a change in the use of the property.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
574,1,CAAZ_RESUSE_CONSIGN,CONSIGNMENT SALE,Section 17.16.030 (A) - Consignment Sale: Accessory use of residential property (consignment sale) not allowed because  minimum lot size requirement not met (3 acres) and or  only two events are allowed per calendar year.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
575,1,CAAZ_REUSE_SECRES,SECURITY RESIDENCE,"Section 17.16.030 (C) - Security Residence: Residence fails to meet the requirements for a security residence because  occupancy requirement not met,  residence not above or in the same building as business or  residence is being rented.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
576,1,CAAZ_SGN_PROHBBLK,PROHIBITED SIGNS - BLANK,Section 17.32.050 (M) - Prohibited Signs (Blank): Blank on-premises temporary signs [are prohibited].,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
577,1,CAAZ_SGN_PROHBPORT,PROHIBITED SIGN - PORTABLE SIGN,Section 17.32.050 (S) - Portable Signs: Portable signs as defined by this title [are prohibited].,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
578,1,CAAZ_SIGN_25PERCENT,SIGNS – GREATER THAN 25 PERCENT,"Section 17.32.040 (M) – Temporary Signs and Displays: Temporary merchandise displays and signs behind storefront windows which are not affixed permanently to the glass, nor intended for permanent display, and non-illuminated, provided that such temporary signs do not cover more than twenty-five percent of the total surface area of the storefront window.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
579,1,CAAZ_SIGN_ABAN,ABANDONED SIGNS,Section 17.40-510 (D) - Abandoned Signs - [Signs identified by] the zoning administrator as abandoned. The sign must be removed from the premises.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
580,1,CAAZ_SIGN_DILAP,DILAPIDATED SIGNS,"Section 17.40.510 (C) - Dilapidated Signs - All signs regulated by this title, together with their supports, braces, guys and anchors shall be maintained in good repair. ",,,,,,,,,
,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
581,1,CAAZ_SIGN_HNDHLD,SIGNS – PROHIBITED – HANDHELD,Section 17.32.040 (G) - Hand Carried Signs: Signs carried by a person when the person does receive financial compensation [is prohibited].,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
582,1,CAAZ_SIGN_IPLS,SIGNS – PROHIBITED PLACEMENT –BUS,"Section 17.32.050 (E) - Prohibited Signs: Signs placed upon bus benches, bus shelters, or waste receptacles [are prohibited].",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
583,1,CAAZ_SIGN_IPPP,SIGNS – PROHIBITED PLACEMENT – PUBLIC,Section 17.32.050 (F) - Prohibited Signs: Signs erected on public property (such as private utility poles) located on public property [are prohibited].,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
584,1,CAAZ_SIGN_MAINT,SIGN MAINTENANCE,Section 17.32.020 (B) (3) - Maintenance: All signs shall be maintained in good surface and structural condition and in compliance with all building and electrical codes.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
585,1,CAAZ_SIGN_MAT,SIGN MATERIAL,Section 17.32.020 (B) (2) - Permanency Required: All signs shall be constructed of permanent materials and shall be permanently affixed to the ground or building.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
586,1,CAAZ_SIGN_MOTION,ELECTRONIC SIGN (LED) DISPLAY MOTION,"Section 17.32.050 (G) (3) - Prohibited Signs: Sign display areas with varying light illumination and/or intensity, blinking, bursting, dissolving, distorting, fading, flashing, oscillating, rotating, scrolling, sequencing, shimmering, sparkling, streaming, traveling, tracing, twinkling, simulated movement, or convey the illusion of movement.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
587,1,CAAZ_SIGN_PERMIT,SIGN PERMIT REQUIRED,"Section 17.40.510 - Sign permit required: Signs constructed, erected or altered without a permit shall be illegal.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
588,1,CAAZ_SIGN_PERMIT_REQ,SIGN PERMIT REQUIRED,"Section 17.40.520 – Illegal Signs – Permit Required: Signs constructed, erected, or altered without a permit as required by Article XI of the Zoning Code or by the provisions of prior regulations shall be illegal.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
589,1,CAAZ_SIGN_POLEN,PROHIBITED ON POSTS AND POLES,"Section 6.04.010 - Prohibited on posts and poles. It is unlawful for any person to affix in any manner any sign, placard, poster, card, banner or other indicia of the interests of any person, group or organization on any post or pole, including, but not limited to, light and telephone poles, on any street, sidewalk, thoroughfare or public right-of-way within the jurisdiction of the metropolitan government. ",,,,,,,,,
,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
590,1,CAAZ_SIGN_PROHB,PROHIBITED SIGNS,"Section 17.32.050 - Prohibited Signs: It is unlawful to erect, cause to be erected, maintain or cause to be maintained, any sign not expressly authorized by, or exempted from, this title.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
591,1,CAAZ_SIGN_ROW, SIGNS IN ROW,Section 17.32.050 - Prohibited location:  Signs located on public property or on private property (such as private utility poles) located on public property.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
592,1,CAAZ_SIGN_TEMP,ON-PREMISES TEMPORARY SIGNS,"Section 17.32.060 -  On-premises temporary signs may be a ground sign or building sign and may not be operated by electrical, electronic or mechanical parts.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
593,1,CAAZ_SIGN_TIMING,ELECTRONIC SIGN (LED) DISPLAY TIMING,"Section 17.32.050(G) (1) - Prohibited Signs: Signs with any copy, graphics, or digital displays that change messages by electronic or mechanical means, where the copy, graphics, or digital display does not remain fixed, static, motionless, and non-flashing for a period of eight seconds with all copy changes occurring instantaneously without any special effects.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
594,1,CAAZ_SIGN_UNSAILL,UNSAFE OR ILLEGAL SIGN,"Section 17.40.510 (B) (1) - Illegal Signs - Signs constructed, erected or altered without a permit as required by this article or by the provisions of prior regulations shall be illegal.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
595,1,CAAZ_SIGN_VEHP,SIGNS – PROHIBITED (VEHICLE SIGNS),"Section 17.32.050 (Q) - Prohibited Signs: Signs attached to, suspended from or painted on any motor vehicle, trailer or other equipment in: (2) Nonresidential districts. [Vehicles] regularly parked on the premises shall be confined to the portion of the property behind the front line of the building (when not being loaded).",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
596,1,CAAZ_SIGN_WIND,SIGNS  – PROHIBITED - WIND,"Section 17.32.050 (O) - Prohibited Signs: Signs, commonly referred to as wind signs, consisting of one or more flags which are not otherwise exempted, pennants, ribbons, spinners, streamers or captive balloons which are less than ten feet in their greatest diameter, or other objects or material fastened in such a manner as to move upon being subjected to pressure by wind.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
597,1,CAAZ_SIGN_WINDOW,WINDOW SIGNS AND DISPLAY,Section 17.32.040 - Window signs/displays:  Temporary signs or displays located on or behind storefront windows shall not cover more than 25% of the total surface area of the storefront window.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
599,1,CAAZ_USE_NOT_PERMIT,USE NOT PERMITTED,Section 17.08.030 – Use Not Permitted: The use of the property is not in compliance with the applicable provisions of the Metro Zoning Ordinance.  -,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
600,1,CAAZT_FULL_COMPLANCE,CERTIFICATE OF COMPLIANCE,"Section 17.40.580 - Following issuance of a zoning permit, no structure or zone lot shall be used or occupied until the zoning administrator has certified in a final inspection that the property is in full compliance with all applicable provisions of this zoning code. The certified of compliance shall be posted within the building in a manner viewable by the public. Issuance of a certificate of compliance shall not be construed as waiving any provision of this zoning code. (Ordinance 96-555  10.12(G), 1997).",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
601,1,CAAZT_TREE_MAINT,MAINTAIN LANDSCAPE MATERIAL,Section 17.24.080. Failure of maintenance of required landscape materials. Replace any dead or missing plant material as shown on the approved landscape plan. All trees planted to meet this requirement must be at least 6 feet tall and 2 inches caliper at planting. Any staking that has been left on trees needs to be removed. It is IMPERATIVE that you call for an inspection when the violation has been corrected.,,,,,,,,,
,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
602,1,CAAZT_TREE_PERMIT,TREE REMOVAL PERMIT,Section 17.40.470.  Failure to obtain a tree removal permit.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
603,1,CAAZT_TREE_PLANS,COMPLY WITH APPROVED PLANS,Section 17.24. Failure to comply with approved landscape site plan.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
604,1,CAAZT_TREE_PROTEC,TREE PROTECTION,Section 17.24.090.  Failure to adhere to tree protection zone requirements.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
605,1,CAAZT_TREE_REMOVAL,HAZARDOUS TREE REMOVAL,"Section 2.104.050 If the Urban Forester is informed of a private tree that falls within the definition of a hazard tree,",,,,,,,,,
"he or she shall serve notice of the risk and the need for the removal, and allow thirty days for the removal of the ",,,,,,,,,,,,,
tree at the expense of the property owner,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
606,1,CAE01,REWIRE,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
607,1,CAE02,ELECTRICAL SERVICE PANEL,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
608,1,CAE03,RELOCATE ELECTRICAL SERVICE,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
609,1,CAE04,CONDUIT AND WEATHERHEAD,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
610,1,CAE05,BATHROOM/KITCHEN GFCI OUTLET,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
611,1,CAE06,ELECTRICAL SYSTEM CHECKED AND CERTIFIED,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
612,1,CAE07,REPAIR DEFECTIVE SERVICE PANEL,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
613,1,CAE08,"REPLACE, REPAIR DEFECTIVE EQUIP.",Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
614,1,CAE09,REPLACE MISSING WALL OUTLET COVER,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
615,1,CAE10,REPLACE MISSING WALL SWITCH COVERS,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
616,1,CAE11,REPLACE SUBSTANDARD WIRING (DROP-CORDS),-Replace substandard wiring (drop-cords).,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
617,1,CAE12,PROVIDE CONDUITS FOR EXPOSED WIRING,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
618,1,CAE13,REMOVE EXTENSION CORDS,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
619,1,CAE14,REPLACE CEILING LIGHT FIXTURE COVERS,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
620,1,CAE15,PROVIDE JUNCTION BOX,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
621,1,CAE16,EXTERIOR PORCH LIGHT,Err:509,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
622,1,CAE17,REPLACE MISSING FUSE BLANKS,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
623,1,CAE18,"REMOVE, REPLACE SUDSTANDARD WIRING",Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
624,1,CAE19,BATHROOM GFCI OUTLET,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
625,1,CAE20,DEFECTIVE WALL OUTLETS ON EXTERIOR,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
626,1,CAE21,CORRECT OTHER ELECTRICAL DEFECTS,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
627,1,CAGA_DEX,DOG EXCREMENT,MCL Chapter 8.04.180 – Removal of Excrement.  A dog owner shall clean up and remove any excrement left by his or her dog(s) on any public property or private property not owned or lawfully possessed by the dog owner.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
628,1,CAGB_HAZ_W,HAZARDOUS WASTE,"MCL Chapter 10.20.150 - Hazardous, pathogenic and radioactive waste.  All pathological waste from physician's clinics, dental clinics, blood banks and medical or microbiological laboratories shall be separate from normal waste, placed in durable disposable bags that can be tied and sealed when full. The bags shall be stored in metal containers with tight-fitting lids.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
629,1,CAGC_GCL,GARBAGE CONTAINER LIDS,MCL Chapter 10.20.160 – Container Requirements.  Lids or covers must be provided for all such containers and they shall be kept tightly closed at all times other than where garbage is being deposited therein or removed therefrom.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
630,1,CAGD_ID,ILLEGAL DUMPING,"MCL Chapter 10.20.320 – Illegal Dumping.  It is unlawful for any person to dispose of or cause to be disposed any garbage, rubbish or other waste material upon any property other than a garbage disposal facility or sanitary landfill so designated by the metropolitan government.  It is unlawful for any person to dispose of or cause to be disposed any garbage, rubbish or other waste material in any private receptacle other than the person's own private receptacle or unless authorized to do so by the owner of the private receptacle.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
631,1,CAGE_LPR,LITTER ON PRIVATE PROPERTY,"MCL Chapter 10.24.070 - Litter on private property--Responsibilities of owners.  The owner or person in control of any private property shall at all times maintain the premises free of litter. Provided, however, that this section shall not prohibit the storage of litter in authorized private receptacles for collection.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
632,1,CAGF_LPU,LITTER ON PUBLIC PROPERTY,MCL Chapter 10.24.140 - Litter on vacant lots.  No person shall throw or deposit litter on any open or vacant private property within the area of metropolitan government whether owned by such person or not.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
633,1,CAGG_LVH,LITTER FROM VEHICLES,"MCL Chapter 10.24.150 - Litter from vehicles--Liability of drivers.  No person, while a driver or passenger in a vehicle, shall throw or deposit litter upon any street or other public place within the area of metropolitan government, or upon private property. The driver of a vehicle from which litter is thrown shall be deemed prima facie liable for any litter thrown from the vehicle.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
634,1,CAGH_HWG,EXCESS VEGETATION,MCL Chapter 10.26.010 – Every premise including vacant lots shall be kept free of excessive vegetation.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
635,1,CAGI_GCAN,GARBAGE APPROVED CONTAINERS,MCL Chapter 10.32.120 - All garbage and trash shall be stored in covered garbage containers that have been approved by Metropolitan Public Works Department and shall have tight fitting lids.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
636,1,CAGJ_GT_RATS,RAT HARBORAGE GARBAGE,MCL Chapter 10.32.130 – Permitting garbage and trash to accumulate creating food and harborage for rats.  To clean premises of all garbage and trash.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
637,1,CAGK_JTD,JUNK TRASH RAT HARBORAGE,"MCL Chapter 10.32.140 - Permitting lumber, junk, barrels, boxes, bricks or other similar materials to accumulate on any premises, vacant lots or alley, creating a possible rat harborage.  To clean premises of all lumber, junk, trash, barrels, bricks or other similar materials.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
638,1,CAGL_STAG,STAGNANT WATER,"MCL Chapter 10.32.160 – The chief medical director may order the person in ownership or control of any property or facility storing tires where stagnant water may collect to eliminate the collection of water in the tires and employ other adequate measures to prevent the breeding or harborage of insects, rodents and other pests.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
639,1,CAGM_GTD,"DIRT, FILTH, GARBAGE","MCL Chapter 10.36.020 a -  Every dwelling and every part of premises shall be kept clean and free from any accumulation of dirt, filth, rubbish, garbage or similar matter.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
641,1,CAGM02,DEFECTIVE ELECTRIC WALL BASE HEATER,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
642,1,CAGM03,MISSING HEAT CONTROL KNOBS,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
643,1,CAGM04,SEAL OPEN GRATE,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
644,1,CAGM05,DEFECTIVE HEAT SUPPLY VENTS IN BASEMENT,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
645,1,CAGM06,HEATING SYSTEM PROPERLY INSTALLED,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
646,1,CAGM07,ADEQUATE VENTILATION FOR BATHROOM,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
647,1,CAGM08,SMOKE DETECTORS,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
648,1,CAGM09,HVAC SYSTEM REPAIR,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
649,1,CAGM10,FORCED AIR DUCT REPAIR,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
650,1,CAGO_CHICKENS,KEEPING CHICKENS,MCL Chapter 8.12.020  Keeping of chickens.No person shall keep chickens within the metropolitan government area in such a manner that a nuisance is created.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
651,1,CAGP_RWR2,RUNNING WATER REQUIRED 2,"MCL Chapter 16.24.440 – No Water – The water supply system shall be installed and maintained to provide a supply of water to plumbing fixtures, devices, and appurtenances in sufficient volume and at pressures adequate to enable the fixtures to function properly, safely and free from defects and leaks.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
652,1,CAGQ_SDIS,SEWAGE DISCHARGE STREAM,"MCL Chapter 15.72.070   - Discharge of Waste Into Any Body Of Water – Sewage discharging to a stream, river, lake, marsh, watercourse, waterway, well, cave, sinkhole, open ditch, spring, irrigation or drainage system, or any body or accumulation of water, surface or underground, natural or artificial, public or private.  All wastewater lines must be connected to public sanitary sewer or an approved sewage disposal system in accordance with Metro Public Health Department recommendations.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
653,1,CAGR_SPUB,"SEWER, CONNECT TO PUBLIC",MCL Chapter 15.40.040 – Connect to public sanitary sewer.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
654,1,CAGT_SOG,SEWAGE ON GROUND,"MCL Chapter 15.72.020 - Section B - Sewage running on ground creating a health hazard. All wastewater lines, (Plumbing) must be connected to the public sewer, which is available.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
655,1,CAGU_SBK,SEWAGE DISP. IMPROPERLY MAINT.,MCL Chapter 15.72.040 - Sewage running on ground surface creating a health hazard due to an improperly maintained Sewage Disposal System.  Repair improperly maintained sewage disposal system in accordance with Metro Public Health Department recommendations.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
656,1,CAGV_SIWL,SEWAGE - ILLEGAL WASTE LINE,"MCL Chapter 15.72.060 - Illegal Waste Line(s) – Sewage running on ground surface from an illegal wastewater line.  Connect all wastewater lines to public sanitary sewer or an approved sewage disposal system, in accordance with Metro Public Health Department recommendations.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
657,1,CAGX_LEAK,FAULTY PLUMBING,MCL Chapter 16.12.030 – Faulty Plumbing – All plumbing shall be maintained in a proper operating condition and in accordance with the Metropolitan Plumbing Code.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
658,1,CAGZ_OTH,OTHER VIOLATIONS,Other:,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
659,1,CAHC_ILLEG_DUMCN,ILLEGAL DUMPING - CONTAINER,Section 10.20.130 (B) - It is unlawful for any person to dispose of or cause to be disposed any waste in any private receptacle other than the person's own private receptacle or unless authorized to do so by the owner of the private receptacle.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
660,1,CAHC_ILLEGAL_DUM,ILLEGAL DUMPING - PROPERTY,Section 10.20.130 (A) – Dumping permitted in designated places only. It is unlawful for any person to dispose of any waste upon any property other than a disposal facility designated and approved by the Metropolitan Government.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
661,1,CALL_LANDLORD_REGSTR,LANDLORD REGISTRATION,"Failure to register as a landlord.  T.C.A. 66-28-101 requires each landlord of one (1) or more dwelling units within Davidson County to pay a $10 registration fee and furnish the following information to the Department of Codes (A) the landlord's name, address and telephone number, or the name, address and telephone number of the landlord's agent; and (B) list the street address and unit number, as appropriate, for each dwelling unit that the landlord owns, leases, or subleases or has the right to own, lease, or sublease.  Fee is due and payable the same time period as Metro Property Taxes.  Make checks payable to the Metro Dept. of Codes & Building Safety.  Mail or bring to: Landlord Registration, 800 Second Avenue South, 3rd Floor, Nashville, TN 37210.  Registration forms may be obtained from www.nashville.gov/codes or by calling 615-862-6590.",,,,,,,,,
,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
662,1,CAP01,"INSTALL BATH, SHOWER,BASIN, WC",Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
663,1,CAP02,COLD-WATER FAUCET FOR THE LAVATORY,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
664,1,CAP03,HOT WATER FAUCET FOR THE LAVATORY,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
665,1,CAP04,HOT WATER FAUCET FOR THE BATHTUB,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
666,1,CAP05,COLD  WATER FAUCET FOR THE BATHTUB,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
667,1,CAP06,MIXING FAUCET FOR THE KITCHEN SINK,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
668,1,CAP07,LEAKING TRAP ON THE KITCHEN SINK,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
669,1,CAP08,LEAKING TRAP ON THE BATHTUB,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
670,1,CAP09,LEAKING TRAP ON THE LAVATORY BASIN,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
672,1,CAP11,VENT FOR THE LAVATORY BASIN,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
673,1,CAP12,LEAKING WASHERS ON THE KITCHEN SINK,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
674,1,CAP13,LEAKING WASHERS ON THE LAVATORY BASIN,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
675,1,CAP14,LEAKING WASHERS ON THE BATHTUB,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
676,1,CAP15,CRACKED FLUSH WATER CLOSET TANK,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
677,1,CAP16,CRACKED FLUSH WATER CLOSET BASE,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
678,1,CAP17,DEFECTIVE FLUSH “L”,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
679,1,CAP18,DEFECTIVE FIXTURES IN THE FLUSH WTR TANK,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
680,1,CAP19,PRESSURE RELIEF/  WATER HEATER,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
681,1,CAP20,DRAIN LINE /PRESSURE RELIEF VALVE / WTR,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
682,1,CAP21,PAN UNDER THE WATER HEATER,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
683,1,CAP22,WATER HEATER INSTALLED,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
684,1,CAP23,DEFECTIVE WATER HEATER,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
685,1,CAP24,UNSTOP THE DRAIN ON THE KITCHEN SINK,Err:509,,,,,,,,,
-,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL,,,,
